Year,Name,Scholar_Male,Scholar_Female,Military_Male,Unemployed_Male,Unemployed_Female,Foreign_Male,Foreign_Female,Excluded_Male,Excluded_Female
2020,한양여자대학교,0,301,0,0,0,0,6,0,24
2020,한영대학교,1,6,6,1,3,0,1,2,11
2020,혜전대학교,14,16,46,0,0,2,3,1,6
2020,호산대학교,14,25,18,1,0,14,5,10,11
2021,가야대학교(김해),0,2,7,0,0,9,6,2,4
2021,가천대학교,100,109,28,1,0,45,68,5,9
2021,가톨릭관동대학교,23,33,23,0,0,14,22,10,14
2021,가톨릭꽃동네대학교,0,0,0,0,0,0,0,2,1
2021,가톨릭대학교,39,81,12,0,0,13,8,2,12
2021,가톨릭대학교 _제2캠퍼스,0,0,1,0,0,1,0,0,0
2021,가톨릭대학교 _제3캠퍼스,32,2,0,0,0,1,0,1,8
2021,감리교신학대학교,27,4,8,0,0,1,0,73,72
2021,강남대학교,11,18,7,0,0,29,21,2,9
2021,강서대학교,4,8,1,0,0,0,0,13,11
2021,강원대학교,184,149,25,2,1,18,22,7,11
2021,강원대학교 _제2캠퍼스,27,13,8,1,0,1,6,5,5
2021,건국대학교,201,155,16,2,0,91,258,0,3
2021,건국대학교(글로컬) _분교,40,43,11,0,0,17,21,2,5
2021,건양대학교,9,16,6,0,1,13,3,1,4
2021,건양대학교 _제2캠퍼스,9,20,6,0,0,4,1,1,1
2021,경기대학교,55,61,14,0,0,34,18,4,7
2021,경기대학교 _제2캠퍼스,2,1,8,0,0,11,27,1,2
2021,경남과학기술대학교,23,19,4,0,0,0,0,4,5
2021,경남대학교,30,25,26,0,0,21,29,6,7
2021,경동대학교,3,1,5,0,0,122,19,1,1
2021,경동대학교 _제3캠퍼스,1,0,9,0,0,0,0,4,2
2021,경동대학교 _제4캠퍼스,2,3,3,0,0,0,0,0,1
2021,경북대학교,299,195,45,0,0,75,85,17,13
2021,경상국립대학교,166,134,22,0,0,16,22,11,13
2021,경성대학교,32,47,26,1,0,21,37,6,23
2021,경운대학교,4,4,34,0,0,0,0,0,8
2021,경인교육대학교 _제2캠퍼스,0,1,13,0,0,0,0,0,1
2021,경일대학교,21,9,13,0,0,6,7,6,7
2021,경희대학교,298,237,41,0,0,119,401,9,14
2021,계명대학교,100,151,37,0,3,57,51,15,33
2021,고려대학교,565,356,48,2,0,169,403,1,5
2021,고려대학교(세종) _분교,106,68,9,0,0,7,10,3,0
2021,고신대학교,34,22,28,0,0,2,1,59,42
2021,공주교육대학교,1,0,14,0,0,0,0,0,1
2021,광신대학교,14,18,6,0,0,0,9,20,16
2021,광운대학교,109,49,11,0,0,19,25,5,1
2021,광주가톨릭대학교,13,0,0,0,0,0,0,5,1
2021,광주과학기술원,64,36,3,0,0,1,0,0,0
2021,광주교육대학교,1,0,12,0,0,0,0,0,0
2021,광주대학교,9,21,15,1,0,8,17,12,28
2021,광주여자대학교,0,9,0,0,1,0,11,0,13
2021,국립강릉원주대학교,33,33,14,0,0,7,7,4,8
2021,국립강릉원주대학교 _제2캠퍼스,4,2,5,0,0,0,0,0,4
2021,국립공주대학교,118,76,21,1,0,16,21,8,11
2021,국립군산대학교,58,28,16,0,0,5,4,5,9
2021,국립금오공과대학교,78,47,5,0,0,1,0,6,1
2021,국립목포대학교,32,27,15,0,0,7,14,4,8
2021,국립목포해양대학교,1,3,44,0,0,0,0,1,0
2021,국립부경대학교,160,147,25,0,0,48,95,16,27
2021,국립순천대학교,34,40,11,0,1,4,3,3,5
2021,국립안동대학교,41,38,13,1,0,4,1,8,7
2021,국립창원대학교,58,49,3,0,0,4,6,4,8
2021,국립한국교통대학교,74,30,21,0,0,7,2,4,5
2021,국립한국해양대학교,53,35,47,0,0,16,0,1,1
2021,국립한밭대학교,55,24,15,0,0,12,14,6,2
2021,국민대학교,156,114,15,0,0,187,200,5,12
2021,극동대학교,3,5,13,0,0,1,1,10,0
2021,금강대학교,4,3,0,0,0,0,0,5,5
2021,김천대학교,1,2,8,1,0,13,8,1,3
2021,나사렛대학교,6,16,20,0,0,9,5,18,15
2021,남부대학교,3,7,6,2,0,33,31,5,9
2021,남서울대학교,11,11,8,0,1,37,67,3,10
2021,단국대학교,70,95,10,0,0,90,108,7,5
2021,단국대학교 _제2캠퍼스,98,134,27,0,0,11,11,3,7
2021,대구가톨릭대학교,73,75,26,1,0,25,27,10,16
2021,대구경북과학기술원,60,32,4,0,0,0,0,0,0
2021,대구교육대학교,2,1,15,0,0,0,0,1,0
2021,대구대학교,75,100,31,3,0,19,27,12,35
2021,대구예술대학교,2,5,4,0,0,0,0,0,3
2021,대구한의대학교,13,24,17,0,0,5,9,4,14
2021,대신대학교,2,2,5,0,0,0,0,20,25
2021,대전가톨릭대학교,8,0,0,0,0,0,0,4,0
2021,대전대학교,22,16,18,1,0,8,14,6,7
2021,대전신학대학교,3,6,0,0,0,0,0,10,7
2021,대진대학교,25,17,11,0,0,1,8,5,18
2021,덕성여자대학교,0,76,0,0,0,0,9,0,5
2021,동국대학교,151,142,28,1,0,84,202,25,30
2021,동국대학교(WISE) _분교,31,39,13,0,0,78,40,22,13
2021,동덕여자대학교,0,68,0,0,0,0,1,0,8
2021,동명대학교,15,9,15,0,0,29,25,4,11
2021,동서대학교,23,21,6,1,0,37,12,8,21
2021,동신대학교,11,15,12,0,0,23,20,5,12
2021,동아대학교,98,127,36,0,0,17,29,11,22
2021,동양대학교,9,8,10,0,0,3,4,2,5
2021,동의대학교,51,53,37,0,1,17,10,18,26
2021,루터대학교,8,2,1,0,1,0,0,0,1
2021,명지대학교,85,43,12,0,0,10,5,1,4
2021,명지대학교 _제2캠퍼스,9,24,11,0,0,21,53,4,13
2021,목원대학교,38,36,17,0,0,7,5,24,22
2021,목포가톨릭대학교,0,0,0,0,0,0,0,0,0
2021,배재대학교,19,21,18,1,0,15,30,4,11
2021,백석대학교,12,22,37,0,0,13,13,72,52
2021,부산가톨릭대학교,7,7,8,0,0,0,0,5,10
2021,부산교육대학교,0,1,10,0,0,0,0,0,1
2021,부산대학교,298,221,28,2,0,51,82,7,15
2021,부산외국어대학교,10,18,4,0,0,61,89,6,12
2021,부산장신대학교,4,4,0,0,0,0,0,4,2
2021,삼육대학교,18,29,13,0,0,3,0,32,14
2021,상명대학교,23,47,6,0,0,90,66,2,1
2021,상명대학교 _제2캠퍼스,15,26,8,0,1,20,16,2,4
2021,상지대학교,17,12,27,0,0,0,0,4,7
2021,서강대학교,185,111,8,0,1,63,172,2,2
2021,서경대학교,12,20,12,0,0,9,97,1,3
2021,서울과학기술대학교,131,82,8,0,2,25,22,6,1
2021,서울교육대학교,2,8,10,0,0,0,0,1,0
2021,서울기독대학교,3,7,1,0,0,0,0,3,5
2021,서울대학교,622,329,48,0,0,16,20,3,5
2021,서울시립대학교,109,64,9,1,0,6,28,0,4
2021,서울신학대학교,22,15,5,0,0,0,0,36,39
2021,서울여자대학교,0,139,0,0,0,0,5,0,30
2021,서울장신대학교,9,6,5,0,0,0,0,22,29
2021,서울한영대학교,2,3,1,0,0,0,0,13,11
2021,서원대학교,20,23,19,1,0,0,3,6,6
2021,선문대학교,28,26,10,2,0,65,94,13,21
2021,성결대학교,21,17,12,1,0,2,5,21,32
2021,성공회대학교,5,1,2,0,0,0,0,1,0
2021,성균관대학교,427,212,25,1,0,191,394,4,3
2021,성신여자대학교,0,149,0,0,2,0,8,0,9
2021,세명대학교,18,15,15,0,0,14,17,4,3
2021,세종대학교,169,120,20,0,0,85,81,1,8
2021,세한대학교,5,6,29,0,0,2,3,1,9
2021,송원대학교,3,6,13,0,0,2,5,3,19
2021,수원가톨릭대학교,22,0,0,0,0,1,0,4,0
2021,수원대학교,55,47,13,0,1,9,9,3,2
2021,숙명여자대학교,0,244,0,0,0,0,15,0,4
2021,순복음총회신학교,5,3,1,0,0,0,1,2,3
2021,순천향대학교,84,94,19,0,0,50,52,4,9
2021,숭실대학교,121,88,9,0,0,73,124,12,16
2021,신경주대학교,4,4,8,1,1,16,17,1,2
2021,신라대학교,14,26,12,1,0,70,70,7,32
2021,신한대학교,5,1,1,0,0,4,3,0,0
2021,신한대학교 _제2캠퍼스,2,6,9,0,0,13,16,5,6
2021,아신대학교,14,13,7,0,0,0,0,48,70
2021,아주대학교,173,98,13,1,0,11,21,3,0
2021,안양대학교,16,19,10,1,1,0,0,19,43
2021,안양대학교 _제2캠퍼스,1,1,0,0,0,0,0,0,0
2021,연세대학교,500,312,39,1,2,49,133,4,12
2021,연세대학교(미래) _분교,105,67,14,0,0,17,15,1,3
2021,영남대학교,138,185,37,0,0,41,67,15,27
2021,영남신학대학교,5,4,3,0,0,2,0,35,25
2021,영산대학교,11,1,9,0,0,7,5,1,6
2021,영산대학교 _제2캠퍼스,2,4,4,1,0,18,39,0,9
2021,영산선학대학교,3,1,0,0,0,0,0,0,0
2021,예수대학교,0,0,2,0,0,0,0,1,1
2021,예원예술대학교,0,6,3,0,0,3,2,0,2
2021,예원예술대학교 _제2캠퍼스,1,1,0,0,0,0,0,0,1
2021,용인대학교,3,25,36,0,0,6,4,4,4
2021,우석대학교,18,15,57,0,0,18,40,6,11
2021,우송대학교,8,10,14,0,0,150,165,5,7
2021,울산과학기술원,177,65,3,1,0,25,8,0,2
2021,울산대학교,81,48,10,1,0,12,30,4,4
2021,원광대학교,57,41,50,0,0,21,29,7,16
2021,위덕대학교,3,3,12,0,1,15,36,7,10
2021,유원대학교,4,1,16,0,1,1,4,3,20
2021,을지대학교,0,2,1,0,0,1,1,0,0
2021,을지대학교 _제2캠퍼스,6,18,6,0,1,0,1,0,5
2021,이화여자대학교,0,522,0,0,1,0,255,0,11
2021,인제대학교,42,81,16,1,0,12,11,6,6
2021,인천가톨릭대학교,6,0,0,0,0,0,0,2,0
2021,인천가톨릭대학교 _제2캠퍼스,1,6,1,0,0,0,0,0,0
2021,인천대학교,103,91,12,0,0,30,35,5,10
2021,인하대학교,258,122,14,1,0,88,74,2,5
2021,장로회신학대학교,39,19,11,0,0,0,0,40,64
2021,전남대학교,130,150,35,1,1,51,46,17,13
2021,전남대학교 _제2캠퍼스,18,15,8,0,0,0,1,2,1
2021,전북대학교,187,163,18,0,0,46,52,8,14
2021,전주교육대학교,0,0,18,0,0,0,0,1,1
2021,전주대학교,32,51,30,1,0,57,55,15,37
2021,제주국제대학교,1,1,13,1,0,0,0,0,0
2021,제주대학교,48,48,33,0,0,24,43,8,6
2021,조선대학교,83,110,59,0,0,20,21,31,33
2021,중부대학교,11,11,12,0,0,65,59,3,11
2021,중앙대학교,234,133,32,1,0,96,286,2,9
2021,중앙대학교 _제2캠퍼스,69,95,16,1,0,6,22,4,6
2021,중앙승가대학교,8,7,0,0,0,0,0,18,6
2021,중원대학교,18,11,9,1,0,3,7,2,1
2021,진주교육대학교,0,0,20,0,0,0,0,0,0
2021,차의과학대학교,27,38,10,0,0,1,2,0,0
2021,창신대학교,6,6,0,0,1,4,3,1,2
2021,청운대학교,6,8,10,0,0,2,6,5,3
2021,청주교육대학교,1,0,5,0,0,0,0,0,0
2021,청주대학교,42,30,34,0,0,39,46,3,5
2021,초당대학교,2,3,15,0,0,27,19,2,7
2021,총신대학교,58,14,7,0,0,2,1,31,26
2021,추계예술대학교,2,21,7,0,0,0,0,0,0
2021,춘천교육대학교,1,0,19,0,0,0,0,0,0
2021,충남대학교,227,194,49,1,0,29,78,5,7
2021,충북대학교,178,98,25,0,0,73,55,5,8
2021,칼빈대학교,14,6,8,0,0,3,4,16,6
2021,평택대학교,5,9,9,0,0,22,10,12,4
2021,포항공과대학교,185,43,2,0,0,0,0,0,0
2021,한경국립대학교,18,28,4,0,0,4,4,3,1
2021,한국공학대학교,62,31,10,0,0,2,3,1,1
2021,한국과학기술원,300,71,14,0,0,39,10,0,0
2021,한국교원대학교,2,6,11,0,0,0,2,0,2
2021,한국국제대학교,3,5,13,0,0,3,4,2,0
2021,한국기술교육대학교,46,16,1,0,0,8,2,2,0
2021,한국성서대학교,11,5,2,0,0,1,7,0,1
2021,한국예술종합학교,19,31,15,0,2,3,2,2,0
2021,한국외국어대학교,97,115,19,0,2,52,163,7,7
2021,한국전통문화대학교,10,17,0,0,0,0,0,0,0
2021,한국체육대학교,9,13,37,0,0,1,0,2,2
2021,한국침례신학대학교,28,10,15,0,0,1,1,44,51
2021,한국항공대학교,70,19,12,0,0,4,3,11,1
2021,한남대학교,58,63,16,1,0,10,25,14,24
2021,한동대학교,68,60,9,1,0,6,7,0,2
2021,한라대학교,7,1,8,0,0,0,0,3,4
2021,한려대학교,0,0,9,0,0,0,0,0,0
2021,한림대학교,56,78,16,0,0,26,37,4,8
2021,한서대학교,19,13,6,0,0,24,39,10,6
2021,한성대학교,28,20,9,0,1,4,11,2,1
2021,한세대학교,13,14,8,0,0,1,4,14,15
2021,한신대학교,28,17,15,0,0,2,4,13,5
2021,한양대학교,354,168,28,0,1,95,207,3,5
2021,한양대학교(ERICA) _분교,198,98,16,0,1,39,39,1,0
2021,한일장신대학교,4,5,10,0,0,0,0,13,29
2021,협성대학교,30,24,8,0,0,11,20,17,24
2021,호남대학교,10,8,27,0,0,206,157,6,19
2021,호남신학대학교,20,22,3,0,0,0,0,17,15
2021,호서대학교,68,35,22,2,1,38,69,13,12
2021,호원대학교,3,8,41,0,0,17,4,12,10
2021,홍익대학교,86,77,11,1,0,23,77,2,5
2021,홍익대학교 _제2캠퍼스,30,23,19,0,0,1,4,3,2
2021,화성의과학대학교,3,0,1,0,0,0,0,0,0
2021,ICT폴리텍대학,3,0,18,0,0,2,0,0,0
2021,가톨릭상지대학교,12,23,9,0,0,0,0,3,5
2021,강동대학교,38,68,132,0,1,0,0,7,13
2021,강릉영동대학교,24,8,44,1,0,6,3,3,10
2021,강원관광대학교,1,6,13,0,0,0,1,1,6
2021,강원도립대학교,9,9,30,0,0,0,0,4,1
2021,거제대학교,5,8,8,1,0,25,1,0,2
2021,경기과학기술대학교,66,38,91,0,0,17,5,3,3
2021,경남도립거창대학,25,9,24,0,0,0,0,1,0
2021,경남도립남해대학,11,6,23,0,0,0,0,1,3
2021,경남정보대학교,89,137,112,1,1,1,0,18,23
2021,경민대학교,84,107,90,0,0,0,3,13,10
2021,경복대학교,41,176,53,0,0,0,5,4,15
2021,경북과학대학교,10,9,35,0,1,8,0,3,4
2021,경북도립대학교,7,6,35,0,0,0,0,2,2
2021,경북보건대학교,1,5,6,0,0,0,0,2,3
2021,경북전문대학교,73,45,79,0,0,0,0,8,2
2021,경인여자대학교,0,206,0,0,0,0,24,0,22
2021,계명문화대학교,85,161,89,1,0,21,5,12,22
2021,계원예술대학교,31,136,24,0,0,0,0,2,3
2021,광양보건대학교,9,35,21,0,0,0,0,1,3
2021,광주보건대학교,5,31,28,0,0,1,1,3,12
2021,구미대학교,28,47,148,2,1,3,7,5,16
2021,국제대학교,46,60,120,1,0,13,12,4,8
2021,군산간호대학교,0,0,2,0,0,0,0,0,2
2021,군장대학교,18,20,54,0,0,36,12,2,6
2021,기독간호대학교,0,0,1,0,0,0,0,0,0
2021,김포대학교,44,70,108,0,0,15,15,8,13
2021,김해대학교,13,14,28,0,0,0,0,1,4
2021,나주대학교,8,32,3,1,0,0,1,6,21
2021,농협대학교,0,0,0,0,0,1,0,0,0
2021,대경대학교,68,104,127,0,0,11,3,8,9
2021,대구공업대학교,25,13,38,0,0,2,1,7,9
2021,대구과학대학교,29,59,86,0,0,0,2,2,17
2021,대구보건대학교,57,121,41,0,0,12,6,7,20
2021,대덕대학교,64,65,221,0,0,0,0,7,9
2021,대동대학교,3,7,7,0,0,0,0,1,2
2021,대림대학교,72,98,71,1,0,2,2,5,7
2021,대원대학교,37,38,56,0,0,1,2,2,9
2021,대전과학기술대학교,34,56,83,0,0,1,1,5,17
2021,대전보건대학교,36,82,57,0,1,0,0,0,12
2021,동강대학교,40,46,79,0,0,0,0,10,20
2021,동남보건대학교,12,56,34,0,0,0,3,2,3
2021,동서울대학교,105,129,124,0,0,0,1,8,16
2021,동아방송예술대학교,28,74,30,0,0,0,2,4,4
2021,동아보건대학교,9,17,15,0,1,0,0,2,10
2021,동양미래대학교,93,108,47,0,0,23,19,6,7
2021,동원과학기술대학교,30,29,68,0,0,8,3,4,3
2021,동원대학교,27,48,122,1,0,22,36,4,10
2021,동의과학대학교,95,112,124,0,0,3,1,12,19
2021,두원공과대학교,54,34,112,1,0,9,3,6,4
2021,마산대학교,14,27,62,0,0,0,0,5,9
2021,명지전문대학,78,160,153,0,1,0,4,13,28
2021,목포과학대학교,11,23,50,1,0,5,4,1,18
2021,문경대학교,3,5,11,0,0,0,0,1,0
2021,배화여자대학교,0,109,0,0,1,0,1,0,17
2021,백석문화대학교,71,149,133,0,0,0,1,3,19
2021,백제예술대학교,14,11,83,0,1,0,0,4,8
2021,부산경상대학교,39,81,37,0,0,0,0,4,9
2021,부산과학기술대학교,73,63,81,0,0,76,37,4,14
2021,부산보건대학교,27,37,40,0,0,0,0,7,17
2021,부산여자대학교,0,77,0,0,0,0,4,0,25
2021,부산예술대학교,16,17,37,0,0,0,0,3,9
2021,부천대학교,71,175,105,1,1,13,11,8,28
2021,삼육보건대학교,5,16,6,0,0,1,2,0,3
2021,상지영서대학교,39,39,77,0,0,0,0,7,16
2021,서라벌대학교,2,1,7,0,0,0,0,2,0
2021,서영대학교,35,88,94,2,0,0,1,11,22
2021,서울여자간호대학교,0,1,0,0,0,0,0,0,0
2021,서울예술대학교,39,43,25,0,0,0,4,1,10
2021,서일대학교,83,108,101,1,0,8,11,15,15
2021,서정대학교,35,107,80,0,0,26,9,6,9
2021,서해대학,0,0,1,0,0,0,0,0,0
2021,선린대학교,8,23,28,1,1,3,5,2,8
2021,성운대학교,5,36,7,0,0,60,22,4,7
2021,세경대학교,19,19,37,1,0,0,0,6,6
2021,송곡대학교,0,2,12,0,0,0,0,0,2
2021,송호대학교,9,10,13,0,0,3,1,0,1
2021,수성대학교,45,54,60,0,1,57,44,11,19
2021,수원과학대학교,54,84,103,1,2,0,1,7,12
2021,수원여자대학교,0,96,0,0,0,0,0,0,7
2021,순천제일대학교,22,18,38,23,1,0,1,4,5
2021,숭의여자대학교,0,126,0,0,2,0,1,0,15
2021,신구대학교,62,92,55,0,1,0,0,10,11
2021,신성대학교,27,37,69,0,0,1,0,1,5
2021,신안산대학교,50,70,117,0,0,2,0,8,8
2021,아주자동차대학교,38,0,22,0,0,20,4,2,0
2021,안동과학대학교,18,34,48,0,0,3,1,1,6
2021,안산대학교,34,67,35,0,0,0,2,3,7
2021,여주대학교,42,45,162,0,0,1,0,8,7
2021,연성대학교,30,139,79,1,1,3,17,8,10
2021,연암공과대학교,6,2,3,0,0,0,0,2,0
2021,연암대학교,14,20,25,1,0,0,0,2,1
2021,영남외국어대학,4,7,2,0,0,0,0,1,7
2021,영남이공대학교,78,88,76,0,0,13,11,15,10
2021,영진전문대학교,81,79,114,1,2,53,42,9,10
2021,오산대학교,68,117,123,0,0,1,1,6,8
2021,용인예술과학대학교,29,66,70,0,0,7,5,4,7
2021,우송정보대학,67,90,144,0,1,8,2,8,24
2021,울산과학대학교,30,69,58,1,0,9,4,6,7
2021,웅지세무대학교,4,2,4,0,0,0,0,1,1
2021,원광보건대학교,34,93,48,1,1,16,18,5,22
2021,유한대학교,40,78,88,0,0,0,0,14,7
2021,인덕대학교,98,125,79,0,0,2,6,16,18
2021,인하공업전문대학,88,66,93,0,0,12,19,11,12
2021,장안대학교,60,133,84,0,1,0,0,6,15
2021,재능대학교,20,69,112,1,0,1,1,10,16
2021,전남과학대학교,43,49,160,0,0,6,2,5,21
2021,전남도립대학교,17,15,65,0,1,0,0,4,10
2021,전북과학대학교,5,12,20,0,0,24,15,7,13
2021,전주기전대학,6,22,29,0,0,11,24,3,17
2021,전주비전대학교,34,54,72,0,0,49,34,13,10
2021,제주관광대학교,17,18,35,0,0,10,11,1,7
2021,제주한라대학교,25,50,94,2,0,75,71,11,18
2021,조선간호대학교,0,0,1,0,0,0,0,0,1
2021,조선이공대학교,62,53,68,1,0,10,6,7,9
2021,진주보건대학교,10,26,13,0,0,0,0,2,11
2021,창원문성대학교,29,25,54,1,0,3,1,4,8
2021,청강문화산업대학교,33,102,25,0,0,1,0,0,7
2021,청암대학교,15,12,35,0,0,0,2,3,6
2021,춘해보건대학교,8,25,13,0,0,0,0,1,1
2021,충남도립대학교,2,7,18,0,0,0,0,0,2
2021,충북도립대학교,14,12,23,0,0,0,0,2,4
2021,충북보건과학대학교,33,31,64,1,0,0,1,2,4
2021,충청대학교,45,61,99,0,0,3,1,5,10
2021,포항대학교,5,7,31,0,0,13,22,2,5
2021,한국골프대학교,11,4,5,0,0,1,0,0,0
2021,한국관광대학교,13,40,46,0,0,1,0,2,5
2021,한국농수산대학교,11,22,192,0,0,0,0,1,1
2021,한국복지대학교,19,31,6,0,0,0,0,5,3
2021,한국승강기대학교,11,3,8,0,0,3,0,1,0
2021,한국영상대학교,70,89,53,0,0,10,31,0,7
2021,한국폴리텍 I 대학 서울강서캠퍼스,2,6,15,1,0,0,0,3,0
2021,한국폴리텍 I 대학 서울정수캠퍼스,10,3,58,0,0,0,0,9,0
2021,한국폴리텍 I 대학 성남캠퍼스,7,0,27,0,0,0,0,2,0
2021,한국폴리텍 I 대학 제주캠퍼스,0,0,1,0,0,0,0,0,0
2021,한국폴리텍 II 대학 인천캠퍼스,14,0,80,0,0,0,0,8,2
2021,한국폴리텍 III 대학 강릉캠퍼스,0,1,3,0,0,0,0,1,0
2021,한국폴리텍 III 대학 원주캠퍼스,0,0,6,0,0,0,0,0,0
2021,한국폴리텍 III 대학 춘천캠퍼스,1,1,12,0,0,0,0,0,0
2021,한국폴리텍 IV 대학 대전캠퍼스,11,4,16,1,0,0,0,2,0
2021,한국폴리텍 IV 대학 아산캠퍼스,4,3,15,0,0,0,0,0,0
2021,한국폴리텍 IV 대학 청주캠퍼스,1,1,10,0,0,0,0,6,0
2021,한국폴리텍 IV 대학 홍성캠퍼스,1,0,5,0,0,0,0,0,0
2021,한국폴리텍 V 대학 광주캠퍼스,6,2,11,2,0,0,0,4,0
2021,한국폴리텍 V 대학 순천캠퍼스,0,0,9,0,0,0,0,0,0
2021,한국폴리텍 V 대학 익산캠퍼스,0,0,3,0,0,0,0,2,0
2021,한국폴리텍 V 대학 전남캠퍼스,4,2,7,0,0,0,0,1,0
2021,한국폴리텍 V 대학 전북캠퍼스,5,0,11,0,0,0,0,0,0
2021,한국폴리텍 VI 대학 구미캠퍼스,6,0,9,0,0,0,0,4,1
2021,한국폴리텍 VI 대학 대구캠퍼스,3,0,19,0,0,0,0,4,0
2021,한국폴리텍 VI 대학 영남융합기술캠퍼스,7,6,11,0,0,0,0,0,2
2021,한국폴리텍 VI 대학 영주캠퍼스,0,0,3,0,0,2,0,0,0
2021,한국폴리텍 VII 대학 부산캠퍼스,6,1,18,0,0,0,0,1,0
2021,한국폴리텍 VII 대학 울산캠퍼스,2,0,5,0,0,1,0,0,0
2021,한국폴리텍 VII 대학 창원캠퍼스,3,0,11,0,0,0,0,5,0
2021,한국폴리텍 특성화대학 바이오캠퍼스,0,1,0,0,0,0,0,0,0
2021,한국폴리텍 특성화대학 반도체융합캠퍼스,7,1,18,0,0,0,0,2,0
2021,한국폴리텍 특성화대학 항공캠퍼스,15,2,22,0,0,0,0,0,0
2021,한림성심대학교,51,84,74,0,0,4,1,3,10
2021,한양여자대학교,0,274,0,0,0,0,12,0,26
2021,한영대학교,4,8,6,0,1,0,0,4,5
2021,혜전대학교,16,30,52,0,0,1,0,2,6
